,latitude,longitude,diameter_mm,length_cm_drilled,length_cm_concrete,date
0,-20.58271,-48.57118,400,1096,1104,2020-11-25
1,-20.58272,-48.57116,400,1080,1088,2020-11-23
2,-20.58272,-48.57125,400,1104,1112,2020-11-24
3,-20.58272,-48.57107,400,1096,1104,2020-11-26
4,-20.58272,-48.57113,400,1096,1104,2020-11-26
5,-20.58272,-48.57099,400,1200,1200,2020-11-26
6,-20.58272,-48.57131,400,1096,1104,2020-11-25
7,-20.58272,-48.5714,400,1096,1104,2020-11-25
8,-20.58273,-48.57133,400,1192,1200,2020-11-23
9,-20.58273,-48.57128,400,1192,1200,2020-11-24
10,-20.58273,-48.57127,400,1096,1104,2020-11-24
11,-20.58273,-48.57128,400,1208,1216,2020-11-27
12,-20.58273,-48.57125,400,1200,1208,2020-11-26
13,-20.58274,-48.57097,400,1200,1200,2020-11-23
14,-20.58274,-48.57125,400,1224,1232,2020-11-27
15,-20.58274,-48.57111,400,1096,1104,2020-11-26
16,-20.58274,-48.57116,400,1096,1104,2020-11-25
17,-20.58274,-48.57121,400,1104,1112,2020-11-25
18,-20.58274,-48.57126,400,1200,1208,2020-11-25
19,-20.58275,-48.57122,400,1200,1208,2020-11-27
20,-20.58275,-48.5711,400,1200,1192,2020-11-27
21,-20.58275,-48.57107,400,1192,1200,2020-11-26
22,-20.58275,-48.57104,400,1200,1208,2020-11-25
23,-20.58276,-48.57118,400,1016,1016,2020-11-23
24,-20.58276,-48.57126,400,1200,1208,2020-11-24
25,-20.58276,-48.57117,400,1200,1208,2020-11-26
26,-20.58276,-48.57115,400,1096,1104,2020-11-26
27,-20.58277,-48.57099,400,1200,1208,2020-11-23
28,-20.58277,-48.57136,400,1200,1208,2020-11-23
29,-20.58277,-48.57117,400,1192,1200,2020-11-25
30,-20.58278,-48.57115,400,1200,1208,2020-11-24
31,-20.58278,-48.5711,400,1200,1232,2020-11-26
32,-20.58278,-48.57123,400,1008,1064,2019-08-08
33,-20.5828,-48.57098,400,1208,1208,2020-11-24
34,-20.5828,-48.57119,400,1200,1208,2020-11-24
35,-20.58281,-48.57104,400,1200,1200,2020-11-24
36,-20.58281,-48.5711,400,1200,1200,2020-11-24
37,-20.58281,-48.57129,400,1208,1216,2020-11-26
38,-20.58282,-48.57112,400,1200,1208,2020-11-27
39,-20.58283,-48.57093,400,1000,1008,2020-11-23
40,-20.58283,-48.57124,400,1200,1208,2020-11-26
41,-20.58283,-48.57132,400,1200,1208,2020-11-26
42,-20.58283,-48.57112,400,1096,1104,2020-11-25
43,-20.58284,-48.57109,400,1240,1240,2020-11-23
44,-20.58287,-48.57129,400,1200,1192,2020-11-23
45,-20.58287,-48.57099,400,1208,1200,2020-11-27
46,-20.58288,-48.5711,400,1200,1216,2020-11-24
47,-20.58288,-48.57098,400,1104,1208,2020-11-26
48,-20.5829,-48.57112,400,1192,1200,2020-11-24
49,-20.5829,-48.57112,400,1200,1208,2020-11-26
50,-20.58295,-48.57119,400,1208,1216,2020-11-27
51,-20.58298,-48.5714,400,1192,1200,2020-11-23
52,-20.5832,-48.57084,400,1184,1184,2020-11-25
53,-20.58564,-48.53328,300,1504,1512,2022-02-09
54,-20.58565,-48.5334,300,808,816,2022-02-04
55,-20.58566,-48.53343,300,1504,1336,2022-02-03
56,-20.58567,-48.53332,300,1512,1504,2022-02-11
57,-20.58567,-48.53327,300,1304,1304,2022-02-08
58,-20.58567,-48.53343,300,1504,1512,2022-02-03
59,-20.58568,-48.53326,300,1504,1496,2022-02-09
60,-20.58569,-48.53345,300,1504,1504,2022-02-04
61,-20.5857,-48.53344,300,1504,1512,2022-02-04
62,-20.58572,-48.53325,300,1216,1216,2022-02-11
63,-20.58572,-48.53347,300,1504,1512,2022-02-04
64,-20.58573,-48.53323,300,1368,1368,2022-02-08
65,-20.58573,-48.53338,300,816,800,2022-02-03
66,-20.58573,-48.53344,300,1504,1288,2022-02-03
67,-20.58573,-48.53334,300,1504,1504,2022-02-09
68,-20.58574,-48.53344,300,808,808,2022-02-03
69,-20.58575,-48.5334,300,1504,1512,2022-02-08
70,-20.58575,-48.53335,300,808,808,2022-02-03
71,-20.58575,-48.53344,300,1504,1504,2022-02-09
72,-20.58575,-48.5332,300,1504,1512,2022-02-09
73,-20.58576,-48.53319,300,1304,1312,2022-02-11
74,-20.58576,-48.53337,300,1504,1504,2022-02-03
75,-20.58577,-48.53332,300,1304,1304,2022-02-11
76,-20.58577,-48.53342,300,1504,1504,2022-02-09
77,-20.58577,-48.5334,300,1504,1504,2022-02-04
78,-20.58578,-48.53338,300,1504,1512,2022-02-08
79,-20.58578,-48.53338,300,1512,1512,2022-02-08
80,-20.58578,-48.53338,300,1368,1384,2022-02-03
81,-20.58578,-48.5332,300,1312,1304,2022-02-09
82,-20.58579,-48.53319,300,1512,1512,2022-02-08
83,-20.58579,-48.53336,300,1344,1352,2022-02-03
84,-20.58579,-48.53332,300,1304,1312,2022-02-03
85,-20.5858,-48.53332,300,808,808,2022-02-03
86,-20.5858,-48.53331,300,1304,1304,2022-02-04
87,-20.5858,-48.53337,300,1320,1352,2022-02-04
88,-20.5858,-48.53334,300,1504,1504,2022-02-04
89,-20.58581,-48.53341,300,808,840,2022-02-11
90,-20.58581,-48.53316,300,1240,1232,2022-02-03
91,-20.58581,-48.5333,300,808,808,2022-02-03
92,-20.58581,-48.53335,300,1528,1512,2022-02-03
93,-20.58581,-48.53347,300,1504,1512,2022-02-09
94,-20.58582,-48.53311,300,1280,1352,2022-02-11
95,-20.58582,-48.53332,300,1504,1512,2022-02-08
96,-20.58582,-48.53345,300,1504,1504,2022-02-08
97,-20.58582,-48.53336,300,1504,1512,2022-02-04
98,-20.58583,-48.53321,300,808,808,2022-02-03
99,-20.58583,-48.53349,300,1504,1400,2022-02-04
100,-20.58584,-48.53334,300,1248,1248,2022-02-03
101,-20.58585,-48.53345,300,1504,1504,2022-02-08
102,-20.58585,-48.53351,300,1504,1504,2022-02-08
103,-20.58585,-48.5332,300,808,840,2022-02-03
104,-20.58585,-48.53325,300,1504,1504,2022-02-09
105,-20.58585,-48.53325,300,1512,1504,2022-02-04
106,-20.58585,-48.53326,300,1504,1512,2022-02-04
107,-20.58586,-48.53327,300,1480,1488,2022-02-08
108,-20.58586,-48.53323,300,1504,1504,2022-02-08
109,-20.58586,-48.53325,300,1304,1304,2022-02-08
110,-20.58586,-48.53354,300,1504,1504,2022-02-09
111,-20.58586,-48.5334,300,1504,1504,2022-02-09
112,-20.58586,-48.53344,300,1504,1504,2022-02-04
113,-20.58588,-48.53345,300,808,848,2022-02-11
114,-20.58588,-48.5334,300,1504,1320,2022-02-08
115,-20.58588,-48.53341,300,1512,1512,2022-02-09
116,-20.58589,-48.53326,300,1384,1320,2022-02-03
117,-20.5859,-48.53323,300,1480,1520,2022-02-11
118,-20.5859,-48.53345,300,1504,1504,2022-02-08
119,-20.5859,-48.53335,300,808,808,2022-02-04
120,-20.5859,-48.53336,300,1504,1512,2022-02-04
121,-20.58591,-48.53334,300,808,864,2022-02-11
122,-20.58591,-48.53343,300,1504,1504,2022-02-08
123,-20.58591,-48.53353,300,1504,1512,2022-02-08
124,-20.58591,-48.53323,300,1504,1520,2022-02-09
125,-20.58591,-48.53344,300,1352,1344,2022-02-04
126,-20.58592,-48.53346,300,1504,1504,2022-02-08
127,-20.58593,-48.53343,300,1432,1432,2022-02-08
128,-20.58593,-48.53343,300,1512,1504,2022-02-04
129,-20.58593,-48.53343,300,1128,1128,2022-02-04
130,-20.58594,-48.53349,300,1504,1504,2022-02-09
131,-20.58594,-48.53343,300,1504,1328,2022-02-04
132,-20.58594,-48.53349,300,1512,1288,2022-02-04
133,-20.58594,-48.53348,300,1504,1504,2022-02-04
134,-20.58595,-48.53341,300,1504,1504,2022-02-08
135,-20.58595,-48.53334,300,1512,1504,2022-02-09
136,-20.58596,-48.53328,300,1504,1408,2022-02-11
137,-20.58596,-48.53328,300,1504,1504,2022-02-04
138,-20.58597,-48.53349,300,1504,1504,2022-02-08
139,-20.58598,-48.53334,300,808,848,2022-02-11
140,-20.58598,-48.5335,300,1504,1504,2022-02-08
141,-20.58598,-48.53342,300,1504,992,2022-02-10
142,-20.58598,-48.53348,300,1504,1504,2022-02-09
143,-20.58598,-48.5334,300,1504,1528,2022-02-09
144,-20.58598,-48.53342,300,1504,1504,2022-02-04
145,-20.58599,-48.53332,300,808,848,2022-02-11
146,-20.58599,-48.53339,300,1504,1504,2022-02-11
147,-20.58599,-48.53334,300,1504,1504,2022-02-08
148,-20.58599,-48.5334,300,1512,1512,2022-02-08
149,-20.58599,-48.53354,300,1504,1504,2022-02-08
150,-20.58599,-48.53352,300,1504,1504,2022-02-09
151,-20.58599,-48.53357,300,1504,1456,2022-02-04
152,-20.58599,-48.53334,300,1504,1504,2022-02-04
153,-20.586,-48.53335,300,808,832,2022-02-11
154,-20.58601,-48.53337,300,808,800,2022-02-11
155,-20.58602,-48.53343,300,1512,1512,2022-02-10
156,-20.58603,-48.53357,300,1512,1520,2022-02-11
157,-20.58603,-48.53348,300,1504,1504,2022-02-10
158,-20.58603,-48.53333,300,1504,1504,2022-02-09
159,-20.58603,-48.53349,300,1544,1544,2022-02-09
160,-20.58604,-48.53356,300,1504,1488,2022-02-11
161,-20.58604,-48.53336,300,1504,1504,2022-02-08
162,-20.58604,-48.53344,300,1504,1504,2022-02-04
163,-20.58605,-48.5335,300,1504,1504,2022-02-11
164,-20.58605,-48.53351,300,1504,1504,2022-02-10
165,-20.58605,-48.53345,300,1504,1504,2022-02-09
166,-20.58606,-48.53361,300,1512,1488,2022-02-11
167,-20.58606,-48.53336,300,1512,1536,2022-02-11
168,-20.58606,-48.5336,300,1584,1616,2022-02-10
169,-20.58606,-48.5336,300,1528,1528,2022-02-10
170,-20.58607,-48.53352,300,1504,1504,2022-02-09
171,-20.58608,-48.53343,300,1504,1504,2022-02-09
172,-20.58609,-48.53357,300,1504,1504,2022-02-11
173,-20.58609,-48.53345,300,1504,1496,2022-02-09
174,-20.58611,-48.53346,300,1504,1528,2022-02-11
175,-20.58611,-48.53364,300,1504,1504,2022-02-10
176,-20.58611,-48.53356,300,1504,1512,2022-02-10
177,-20.58611,-48.53341,300,1504,1504,2022-02-10
178,-20.58611,-48.53362,300,1504,1512,2022-02-10
179,-20.58612,-48.53366,300,1504,1512,2022-02-11
180,-20.58612,-48.53344,300,1504,1504,2022-02-11
181,-20.58612,-48.53342,300,1504,1528,2022-02-11
182,-20.58612,-48.53342,300,1504,1504,2022-02-10
183,-20.58612,-48.5336,300,1504,1504,2022-02-10
184,-20.58612,-48.53347,300,1504,1504,2022-02-10
185,-20.58613,-48.53357,300,1504,1512,2022-02-11
186,-20.58613,-48.53356,300,808,800,2022-02-10
187,-20.58614,-48.53361,300,1504,1504,2022-02-11
188,-20.58616,-48.53344,300,1504,1504,2022-02-11
189,-20.58616,-48.53358,300,1504,1504,2022-02-10
190,-20.58616,-48.53356,300,808,808,2022-02-10
191,-20.58617,-48.53346,300,1504,1504,2022-02-11
192,-20.58617,-48.53356,300,808,808,2022-02-10
193,-20.58617,-48.53353,300,808,808,2022-02-10
194,-20.58617,-48.53352,300,808,808,2022-02-10
195,-20.58618,-48.53357,300,1504,1456,2022-02-11
196,-20.58618,-48.53352,300,1512,1512,2022-02-11
197,-20.58618,-48.53352,300,808,808,2022-02-10
198,-20.58618,-48.53352,300,1504,1504,2022-02-10
199,-20.58618,-48.53346,300,1504,1504,2022-02-10
200,-20.5862,-48.53353,300,1512,1520,2022-02-11
201,-20.58621,-48.53353,300,1504,1504,2022-02-11
202,-20.58621,-48.53354,300,1504,1512,2022-02-10
203,-20.58621,-48.53349,300,1504,1528,2022-02-10
204,-20.65384,-40.49007,400,856,768,2015-04-15
205,-20.65392,-40.48995,400,848,864,2015-04-15
206,-20.65406,-40.49029,400,784,872,2015-04-15
207,-20.65409,-40.49069,400,872,776,2015-04-15
208,-20.65412,-40.49056,400,848,800,2015-04-15
209,-20.65413,-40.49054,400,848,776,2015-04-15
210,-20.65415,-40.49054,400,848,776,2015-04-15
211,-20.65415,-40.49054,400,872,800,2015-04-15
212,-20.65416,-40.49059,400,728,792,2015-04-15
213,-20.65417,-40.49024,400,856,824,2015-04-14
214,-20.65417,-40.49024,400,824,784,2015-04-14
215,-20.65418,-40.49061,400,784,856,2015-04-15
216,-20.65419,-40.49047,400,808,848,2015-04-14
217,-20.65419,-40.49064,400,856,792,2015-04-14
218,-20.6542,-40.49061,400,848,856,2015-04-14
219,-20.6542,-40.4904,400,856,792,2015-04-15
220,-20.6542,-40.4904,400,856,808,2015-04-15
221,-20.6542,-40.4904,400,824,760,2015-04-15
222,-20.6542,-40.49063,400,840,792,2015-04-15
223,-20.6542,-40.4904,400,752,816,2015-04-15
224,-20.65421,-40.4905,400,824,808,2015-04-14
225,-20.65422,-40.49065,400,776,848,2015-04-15
226,-20.65422,-40.49061,400,768,840,2015-04-15
227,-20.65423,-40.49072,400,872,792,2015-04-15
228,-20.65424,-40.49058,400,808,840,2015-04-14
229,-20.65424,-40.4907,400,856,848,2015-04-15
230,-20.65425,-40.49067,400,856,832,2015-04-15
231,-20.65425,-40.49067,400,872,848,2015-04-15
232,-20.65425,-40.49067,400,784,856,2015-04-15
233,-20.65425,-40.49067,400,864,808,2015-04-15
234,-20.65425,-40.49056,400,792,840,2015-04-15
235,-20.65425,-40.49067,400,856,816,2015-04-15
236,-20.65425,-40.49067,400,864,800,2015-04-15
237,-20.65425,-40.49067,400,856,792,2015-04-15
238,-20.65426,-40.4906,400,864,784,2015-04-14
239,-20.65426,-40.49057,400,544,840,2015-04-14
240,-20.65427,-40.49073,400,856,848,2015-04-14
241,-20.65428,-40.49059,400,864,800,2015-04-14
242,-20.65428,-40.49052,400,848,800,2015-04-15
243,-20.65431,-40.49073,400,864,880,2015-04-14
244,-20.65432,-40.49059,400,840,816,2015-04-15
245,-20.65434,-40.4906,400,768,904,2015-04-14
246,-20.65435,-40.49057,400,864,816,2015-04-14
247,-20.65437,-40.49061,400,888,832,2015-04-14
248,-20.65437,-40.49043,400,856,824,2015-04-15
249,-20.65438,-40.49048,400,848,816,2015-04-15
250,-20.65443,-40.4906,400,840,776,2015-04-15
251,-20.65444,-40.49052,400,824,872,2015-04-14
252,-20.65446,-40.49064,400,824,848,2015-04-14
253,-20.65447,-40.49049,400,800,800,2015-04-14
254,-20.65448,-40.49063,400,880,32,2015-04-14
255,-20.6545,-40.49048,400,872,856,2015-04-14
256,-20.6545,-40.49049,400,840,800,2015-04-15
257,-20.6545,-40.49049,400,856,776,2015-04-15
258,-20.65451,-40.49052,400,872,808,2015-04-14
259,-20.65452,-40.49054,400,880,856,2015-04-14
260,-20.65452,-40.49072,400,840,792,2015-04-14
261,-20.65453,-40.49044,400,840,856,2015-04-14
262,-20.65453,-40.49054,400,832,784,2015-04-14
263,-20.65456,-40.49064,400,872,792,2015-04-14
264,-20.6546,-40.4905,400,848,784,2015-04-15
265,-20.65493,-40.49075,400,848,824,2015-04-15
266,-20.66109,-42.85778,300,1504,1520,2018-04-10
267,-20.66111,-42.85773,300,600,600,2018-04-11
268,-20.66112,-42.8578,300,1104,1080,2018-04-10
269,-20.66113,-42.85776,300,1416,1424,2018-04-10
270,-20.66113,-42.85772,300,696,704,2018-04-10
271,-20.66113,-42.85773,300,1104,1072,2018-04-10
272,-20.66113,-42.8578,300,1416,1424,2018-04-10
273,-20.66115,-42.85762,300,664,664,2018-04-11
274,-20.66115,-42.85778,300,1080,1080,2018-04-11
275,-20.66115,-42.85776,300,720,736,2018-04-10
276,-20.66115,-42.85766,300,1408,1416,2018-04-12
277,-20.66116,-42.85766,300,1360,1408,2018-04-11
278,-20.66116,-42.85766,300,672,672,2018-04-11
279,-20.66116,-42.85787,300,1072,1072,2018-04-10
280,-20.66116,-42.85774,300,1080,1088,2018-04-10
281,-20.66116,-42.85779,300,1408,1344,2018-04-10
282,-20.66117,-42.85764,300,1408,1416,2018-04-11
283,-20.66117,-42.85779,300,1408,1416,2018-04-11
284,-20.66117,-42.85765,300,1408,1376,2018-04-11
285,-20.66117,-42.85767,300,664,704,2018-04-11
286,-20.66117,-42.85784,300,1040,1048,2018-04-10
287,-20.66117,-42.85781,300,1040,1040,2018-04-10
288,-20.66117,-42.85782,300,736,736,2018-04-10
289,-20.66118,-42.85768,300,688,728,2018-04-11
290,-20.66118,-42.85781,300,1048,1056,2018-04-11
291,-20.66118,-42.85775,300,760,768,2018-04-11
292,-20.66118,-42.85779,300,1408,1416,2018-04-11
293,-20.66118,-42.85775,300,1408,1448,2018-04-11
294,-20.66118,-42.8578,300,1408,1360,2018-04-10
295,-20.66118,-42.85771,300,1504,1512,2018-04-10
296,-20.66118,-42.8577,300,1504,1480,2018-04-10
297,-20.66118,-42.85765,300,1408,1416,2018-04-12
298,-20.66119,-42.85766,300,560,568,2018-04-11
299,-20.66119,-42.85767,300,1512,1368,2018-04-11
300,-20.66119,-42.85765,300,1512,1456,2018-04-11
301,-20.66119,-42.85766,300,680,688,2018-04-11
302,-20.66119,-42.85782,300,728,720,2018-04-11
303,-20.66119,-42.85774,300,704,744,2018-04-11
304,-20.66119,-42.85786,300,1408,1416,2018-04-10
305,-20.66119,-42.85776,300,1408,1424,2018-04-10
306,-20.6612,-42.85782,300,1080,1088,2018-04-10
307,-20.6612,-42.85778,300,1408,1264,2018-04-10
308,-20.6612,-42.85774,300,1472,1464,2018-04-10
309,-20.6612,-42.85779,300,1408,1408,2018-04-10
310,-20.66121,-42.85766,300,1408,912,2018-04-11
311,-20.66121,-42.85778,300,1408,1416,2018-04-11
312,-20.66121,-42.85782,300,1056,1072,2018-04-10
313,-20.66121,-42.85784,300,1408,1416,2018-04-10
314,-20.66121,-42.85777,300,1072,1072,2018-04-10
315,-20.66121,-42.85778,300,1064,1064,2018-04-10
316,-20.66121,-42.85779,300,1040,1032,2018-04-10
317,-20.66121,-42.8577,300,1072,1080,2018-04-12
318,-20.66122,-42.85772,300,1384,1368,2018-04-11
319,-20.66122,-42.85763,300,1008,1016,2018-04-12
320,-20.66122,-42.85769,300,1408,1416,2018-04-12
321,-20.66123,-42.8577,300,1512,1520,2018-04-11
322,-20.66123,-42.85764,300,624,656,2018-04-11
323,-20.66123,-42.85776,300,1504,1504,2018-04-10
324,-20.66123,-42.8577,300,1504,960,2018-04-10
325,-20.66123,-42.85763,300,1008,1024,2018-04-12
326,-20.66124,-42.85766,300,1504,1464,2018-04-11
327,-20.66124,-42.85777,300,1408,1408,2018-04-10
328,-20.66125,-42.85763,300,1408,1408,2018-04-11
329,-20.66125,-42.8577,300,1504,1512,2018-04-12
330,-20.66125,-42.8577,300,1048,1056,2018-04-12
331,-20.66126,-42.85771,300,1408,1400,2018-04-12
332,-20.66127,-42.85765,300,1408,1424,2018-04-11
333,-20.66129,-42.85762,300,1504,1512,2018-04-12
334,-20.6613,-42.85764,300,576,584,2018-04-10
335,-20.66132,-42.85762,300,624,592,2018-04-10
336,-20.72346,-46.61423,300,808,816,2021-09-27
337,-20.72348,-46.61425,300,816,824,2021-09-27
338,-20.72353,-46.61421,300,816,816,2021-09-27
339,-20.72354,-46.61419,300,816,816,2021-09-27
340,-20.72355,-46.61432,300,824,824,2021-09-27
341,-20.72356,-46.61435,300,816,816,2021-09-27
342,-20.72357,-46.61431,300,808,816,2021-09-27
343,-20.72357,-46.61401,300,808,824,2021-09-27
344,-20.72357,-46.61412,300,816,808,2021-09-27
345,-20.72359,-46.61428,300,808,808,2021-09-27
346,-20.72359,-46.61413,300,808,824,2021-09-27
347,-20.72359,-46.61433,300,816,832,2021-09-27
348,-20.7236,-46.61424,300,808,808,2021-09-27
349,-20.72361,-46.6143,300,808,808,2021-09-27
350,-20.72362,-46.61439,300,808,912,2021-09-24
351,-20.72362,-46.6142,300,808,824,2021-09-27
352,-20.72363,-46.61425,300,808,808,2021-09-27
353,-20.72363,-46.6142,300,808,808,2021-09-27
354,-20.72364,-46.61424,300,816,824,2021-09-27
355,-20.72364,-46.61432,300,808,808,2021-09-27
356,-20.72364,-46.61431,300,808,816,2021-09-27
357,-20.72367,-46.61402,300,808,872,2021-09-27
358,-20.72368,-46.61428,300,808,832,2021-09-27
359,-20.72368,-46.61431,300,808,808,2021-09-27
360,-20.72369,-46.61438,300,816,816,2021-09-27
361,-20.7237,-46.61421,300,808,824,2021-09-27
362,-20.7237,-46.61432,300,816,824,2021-09-27
363,-20.72373,-46.61417,300,168,208,2021-09-27
364,-20.72373,-46.61439,300,808,816,2021-09-27
365,-20.72373,-46.61414,300,808,856,2021-09-27
366,-20.72374,-46.61459,300,808,816,2021-09-27
367,-20.72409,-46.61371,300,808,808,2021-09-27
368,-20.72568,-40.52635,250,504,528,2015-07-24
369,-20.72596,-40.52624,250,608,624,2015-07-23
370,-20.72598,-40.5263,250,608,664,2015-07-23
371,-20.72598,-40.52631,250,616,624,2015-07-24
372,-20.72599,-40.5263,250,616,632,2015-07-23
373,-20.72599,-40.52631,250,616,640,2015-07-23
374,-20.72599,-40.52628,250,272,616,2015-07-24
375,-20.72599,-40.5263,250,608,648,2015-07-24
376,-20.72599,-40.5263,250,608,656,2015-07-24
377,-20.726,-40.52627,250,616,648,2015-07-23
378,-20.726,-40.52627,250,608,696,2015-07-23
379,-20.726,-40.52626,250,608,672,2015-07-24
380,-20.726,-40.52629,250,544,688,2015-07-24
381,-20.726,-40.52632,250,656,656,2015-07-24
382,-20.726,-40.52627,250,624,608,2015-07-27
383,-20.726,-40.52628,250,616,688,2015-07-27
384,-20.72601,-40.52632,250,536,536,2015-07-20
385,-20.72601,-40.52625,250,616,656,2015-07-24
386,-20.72601,-40.5263,250,616,656,2015-07-24
387,-20.72601,-40.52631,250,608,656,2015-07-24
388,-20.72601,-40.52629,250,616,632,2015-07-24
389,-20.72601,-40.52624,250,616,672,2015-07-27
390,-20.72601,-40.52627,250,616,688,2015-07-27
391,-20.72602,-40.52633,250,608,664,2015-07-23
392,-20.72602,-40.52625,250,616,656,2015-07-23
393,-20.72602,-40.52635,250,616,616,2015-07-23
394,-20.72602,-40.52624,250,608,616,2015-07-24
395,-20.72602,-40.52625,250,608,672,2015-07-24
396,-20.72602,-40.52627,250,616,696,2015-07-27
397,-20.72602,-40.52626,250,624,696,2015-07-27
398,-20.72602,-40.52626,250,616,704,2015-07-27
399,-20.72602,-40.52634,250,624,680,2015-07-27
400,-20.72603,-40.52628,250,568,600,2015-07-23
401,-20.72603,-40.52625,250,616,624,2015-07-24
402,-20.72603,-40.52632,250,416,688,2015-07-24
403,-20.72603,-40.52625,250,608,680,2015-07-24
404,-20.72603,-40.52621,250,664,728,2015-07-27
405,-20.72603,-40.52624,250,616,680,2015-07-27
406,-20.72603,-40.5262,250,616,680,2015-07-27
407,-20.72604,-40.52631,250,640,656,2015-07-23
408,-20.72604,-40.52636,250,400,656,2015-07-23
409,-20.72604,-40.52622,250,632,640,2015-07-23
410,-20.72604,-40.52624,250,624,672,2015-07-23
411,-20.72604,-40.52629,250,616,688,2015-07-24
412,-20.72604,-40.52623,250,464,656,2015-07-24
413,-20.72604,-40.52621,250,624,688,2015-07-27
414,-20.72604,-40.52633,250,240,640,2015-07-27
415,-20.72604,-40.52633,250,632,704,2015-07-27
416,-20.72604,-40.52625,250,616,688,2015-07-27
417,-20.72604,-40.52627,250,616,688,2015-07-27
418,-20.72604,-40.5262,250,640,696,2015-07-27
419,-20.72604,-40.52625,250,592,656,2015-07-27
420,-20.72605,-40.52622,250,552,568,2015-07-20
421,-20.72605,-40.52621,250,552,544,2015-07-20
422,-20.72605,-40.52629,250,608,656,2015-07-23
423,-20.72605,-40.52619,250,608,648,2015-07-24
424,-20.72605,-40.52629,250,608,616,2015-07-24
425,-20.72605,-40.52623,250,480,752,2015-07-27
426,-20.72605,-40.52623,250,696,648,2015-07-27
427,-20.72605,-40.52625,250,600,656,2015-07-27
428,-20.72606,-40.52625,250,424,624,2015-07-23
429,-20.72606,-40.52632,250,608,656,2015-07-23
430,-20.72606,-40.5263,250,592,688,2015-07-23
431,-20.72606,-40.5263,250,608,720,2015-07-23
432,-20.72606,-40.52623,250,536,664,2015-07-24
433,-20.72606,-40.52627,250,608,680,2015-07-27
434,-20.72607,-40.52639,250,512,832,2015-07-20
435,-20.72607,-40.52624,250,616,656,2015-07-23
436,-20.72607,-40.52627,250,616,640,2015-07-23
437,-20.72607,-40.52635,250,616,680,2015-07-23
438,-20.72607,-40.52622,250,608,616,2015-07-24
439,-20.72607,-40.52633,250,160,392,2015-07-24
440,-20.72607,-40.5263,250,616,672,2015-07-24
441,-20.72607,-40.52633,250,632,688,2015-07-27
442,-20.72607,-40.52637,300,520,88,2015-07-18
443,-20.72608,-40.52624,250,608,672,2015-07-23
444,-20.72608,-40.52626,250,200,632,2015-07-23
445,-20.72608,-40.52637,250,520,688,2015-07-23
446,-20.72608,-40.52633,250,616,664,2015-07-24
447,-20.72608,-40.52619,250,608,656,2015-07-24
448,-20.72608,-40.52631,250,200,632,2015-07-27
449,-20.72609,-40.52636,250,608,624,2015-07-23
450,-20.72609,-40.52623,250,448,648,2015-07-23
451,-20.72609,-40.52622,250,616,656,2015-07-23
452,-20.72609,-40.52638,250,632,648,2015-07-27
453,-20.72609,-40.52632,250,632,680,2015-07-27
454,-20.72609,-40.52634,250,608,672,2015-07-27
455,-20.7261,-40.5263,250,616,672,2015-07-23
456,-20.7261,-40.5264,250,624,672,2015-07-24
457,-20.7261,-40.52642,250,616,672,2015-07-24
458,-20.7261,-40.52634,250,608,664,2015-07-24
459,-20.7261,-40.52639,250,576,664,2015-07-22
460,-20.7261,-40.52638,250,568,1136,2015-07-22
461,-20.7261,-40.52635,250,624,616,2015-07-27
462,-20.72611,-40.52639,250,608,656,2015-07-23
463,-20.72611,-40.52639,250,624,664,2015-07-23
464,-20.72611,-40.52638,250,648,752,2015-07-23
465,-20.72611,-40.52628,250,616,688,2015-07-23
466,-20.72611,-40.5264,250,608,672,2015-07-27
467,-20.72612,-40.52639,250,552,112,2015-07-23
468,-20.72612,-40.52635,250,608,664,2015-07-24
469,-20.72612,-40.52631,250,624,704,2015-07-24
470,-20.72612,-40.52632,250,616,688,2015-07-24
471,-20.72613,-40.52636,250,592,656,2015-07-22
472,-20.72613,-40.52636,300,1072,1104,2015-07-18
473,-20.72614,-40.52636,250,640,696,2015-07-24
474,-20.72614,-40.52631,250,248,640,2015-07-24
475,-20.72615,-40.52633,250,624,664,2015-07-24
476,-20.72615,-40.52635,250,608,648,2015-07-24
477,-20.72617,-40.52631,250,616,664,2015-07-23
478,-20.72617,-40.52631,250,632,680,2015-07-24
479,-20.72618,-40.52636,250,272,656,2015-07-23
480,-20.72618,-40.5263,250,608,664,2015-07-23
481,-20.72618,-40.52632,250,616,656,2015-07-23
482,-20.72619,-40.52633,250,616,680,2015-07-24
483,-20.72619,-40.52633,250,616,680,2015-07-24
484,-20.73047,-46.57258,400,824,664,2021-12-01
485,-20.73051,-46.57262,400,808,840,2021-11-30
486,-20.73051,-46.57274,400,808,872,2021-11-30
487,-20.73052,-46.57272,400,808,872,2021-11-30
488,-20.73052,-46.57264,400,816,872,2021-11-30
489,-20.73053,-46.5727,400,816,664,2021-12-01
490,-20.73054,-46.57258,400,816,848,2021-11-30
491,-20.73054,-46.57265,400,808,800,2021-12-02
492,-20.73054,-46.5727,400,808,800,2021-12-02
493,-20.73054,-46.5726,400,808,520,2021-12-01
494,-20.73054,-46.57269,400,824,824,2021-12-01
495,-20.73054,-46.57272,400,824,840,2021-12-01
496,-20.73054,-46.57261,400,808,864,2021-12-01
497,-20.73055,-46.57259,400,808,824,2021-11-30
498,-20.73055,-46.57268,400,856,768,2021-12-02
499,-20.73055,-46.57261,400,808,736,2021-12-02
