,latitude,longitude,diameter_mm,length_cm_drilled,length_cm_concrete,date
11296,-21.96882,-47.90094,300,1616,1536,2016-11-28
11297,-21.96884,-47.90094,300,1584,1536,2016-11-28
11298,-21.96886,-47.90096,300,1608,1568,2016-11-28
11299,-21.9711,-47.90191,250,1008,984,2018-05-07
11300,-21.97111,-47.90194,250,1008,992,2018-05-07
11301,-21.97113,-47.90195,250,1008,1008,2018-05-07
11302,-21.97115,-47.90189,250,1008,1000,2018-05-07
11303,-21.97115,-47.90199,250,1008,992,2018-05-07
11304,-21.97116,-47.9019,250,1008,1096,2018-05-07
11305,-21.97116,-47.90197,250,1008,1016,2018-05-07
11306,-21.97116,-47.90197,250,1008,1000,2018-05-07
11307,-21.97117,-47.90196,250,1008,1016,2018-05-07
11308,-21.97117,-47.90199,250,1008,1000,2018-05-07
11309,-21.97117,-47.9019,250,1008,984,2018-05-07
11310,-21.97117,-47.90189,250,1008,952,2018-05-07
11311,-21.97118,-47.90196,250,1008,984,2018-05-07
11312,-21.97118,-47.90193,250,1008,984,2018-05-07
11313,-21.97119,-47.90204,250,1008,1000,2018-05-07
11314,-21.97119,-47.902,250,1008,968,2018-05-07
11315,-21.97119,-47.90198,250,984,960,2018-05-07
11316,-21.9712,-47.90195,250,1008,984,2018-05-07
11317,-21.9712,-47.90203,250,1016,952,2018-05-07
11318,-21.9712,-47.90203,250,1008,968,2018-05-07
11319,-21.9712,-47.90202,250,1008,1000,2018-05-07
11320,-21.9712,-47.90203,250,1008,992,2018-05-07
11321,-21.9712,-47.9019,250,1008,1024,2018-05-07
11322,-21.9712,-47.90202,250,1008,984,2018-05-07
11323,-21.97121,-47.90191,250,1008,976,2018-05-07
11324,-21.97121,-47.90201,250,1312,1296,2018-05-07
11325,-21.97121,-47.90206,250,1008,984,2018-05-07
11326,-21.97121,-47.90206,250,1008,936,2018-05-07
11327,-21.97122,-47.90199,250,1008,1000,2018-05-07
11328,-21.97122,-47.90198,250,1008,976,2018-05-07
11329,-21.97123,-47.90197,250,936,936,2018-05-07
11330,-21.97124,-47.902,250,1008,1064,2018-05-07
11331,-21.97124,-47.90198,250,1008,992,2018-05-07
11332,-21.97126,-47.90205,250,1016,968,2018-05-07
11333,-21.97131,-47.90191,250,1008,992,2018-05-07
11334,-21.97214,-47.89547,250,1400,1168,2017-02-10
11335,-21.97214,-47.89543,300,336,352,2017-02-13
11336,-21.97214,-47.89541,300,1368,1368,2017-02-13
11337,-21.97214,-47.89542,300,344,344,2017-02-13
11338,-21.97216,-47.89558,250,1376,992,2017-02-14
11339,-21.97216,-47.89557,250,1352,1168,2017-02-14
11340,-21.97216,-47.89546,250,1416,896,2017-02-10
11341,-21.97218,-47.89545,250,1368,576,2017-02-14
11342,-21.97218,-47.89544,250,1368,1296,2017-02-14
11343,-21.97218,-47.89544,250,1432,1392,2017-02-13
11344,-21.97218,-47.89563,300,1400,1576,2017-02-09
11345,-21.97219,-47.89552,250,1360,1264,2017-02-14
11346,-21.97219,-47.89552,250,1384,1272,2017-02-14
11347,-21.97219,-47.89553,250,1408,368,2017-02-10
11348,-21.97219,-47.89554,250,1416,1416,2017-02-10
11349,-21.97219,-47.89543,300,1392,1384,2017-02-13
11350,-21.97219,-47.89557,250,1392,1376,2017-02-13
11351,-21.97219,-47.89537,300,1400,1376,2017-02-13
11352,-21.97219,-47.89559,250,1312,880,2017-02-09
11353,-21.9722,-47.89563,250,1416,1320,2017-02-14
11354,-21.9722,-47.89552,300,1408,864,2017-02-10
11355,-21.9722,-47.89553,300,1432,1352,2017-02-10
11356,-21.9722,-47.89561,300,1408,1240,2017-02-09
11357,-21.9722,-47.89554,300,1408,32,2017-02-09
11358,-21.97221,-47.89545,250,1344,1368,2017-02-14
11359,-21.97221,-47.89543,250,1416,40,2017-02-14
11360,-21.97221,-47.89562,250,1360,1424,2017-02-14
11361,-21.97221,-47.89548,250,1400,880,2017-02-10
11362,-21.97221,-47.89542,300,1392,912,2017-02-10
11363,-21.97221,-47.89555,300,1408,904,2017-02-09
11364,-21.97222,-47.89551,250,1408,1304,2017-02-14
11365,-21.97222,-47.89554,250,1384,1144,2017-02-14
11366,-21.97222,-47.89553,250,1376,1248,2017-02-13
11367,-21.97222,-47.89557,250,1408,288,2017-02-09
11368,-21.97222,-47.89554,250,1416,1320,2017-02-09
11369,-21.97223,-47.89555,300,1416,368,2017-02-14
11370,-21.97223,-47.89544,250,1392,608,2017-02-14
11371,-21.97223,-47.89547,250,1408,1408,2017-02-10
11372,-21.97223,-47.89562,300,1416,1328,2017-02-10
11373,-21.97223,-47.89553,300,1408,1248,2017-02-10
11374,-21.97223,-47.89546,250,1400,536,2017-02-10
11375,-21.97223,-47.89555,250,1416,896,2017-02-13
11376,-21.97223,-47.89542,250,1384,1408,2017-02-13
11377,-21.97225,-47.89556,250,1440,1392,2017-02-13
11378,-21.97225,-47.89553,250,1400,1112,2017-02-13
11379,-21.97225,-47.89541,250,1400,1256,2017-02-13
11380,-21.97226,-47.89543,250,1408,1416,2017-02-10
11381,-21.97226,-47.89546,250,1344,904,2017-02-10
11382,-21.97226,-47.89554,250,1400,1336,2017-02-10
11383,-21.97226,-47.89562,250,1440,920,2017-02-13
11384,-21.97226,-47.89558,250,1416,832,2017-02-13
11385,-21.97229,-47.8955,250,1416,1440,2017-02-10
11386,-21.97229,-47.89549,250,1384,1400,2017-02-10
11387,-21.97229,-47.89545,250,1400,1336,2017-02-13
11388,-21.97229,-47.89559,250,1384,848,2017-02-09
11389,-21.97236,-47.89554,250,1408,1400,2017-02-09
11390,-21.9724,-47.89555,250,1408,1392,2017-02-09
11391,-21.97339,-47.90091,400,1528,1520,2021-02-16
11392,-21.9734,-47.90095,400,1144,1136,2021-02-15
11393,-21.9734,-47.90095,400,1304,1304,2020-12-01
11394,-21.9734,-47.90112,300,1560,1592,2020-12-01
11395,-21.97341,-47.90089,400,1528,1544,2021-02-15
11396,-21.97343,-47.90107,400,1208,1200,2020-12-01
11397,-21.97343,-47.90106,400,1504,1504,2020-12-01
11398,-21.97344,-47.90105,400,1520,1472,2021-02-16
11399,-21.97344,-47.90109,400,1504,1512,2021-02-15
11400,-21.97344,-47.90103,400,1288,1280,2021-02-15
11401,-21.97344,-47.90103,400,1504,1512,2020-12-01
11402,-21.97344,-47.90099,300,1512,1512,2020-12-01
11403,-21.97345,-47.90096,400,1504,1512,2020-11-30
11404,-21.97345,-47.90094,400,1504,1512,2020-12-01
11405,-21.97346,-47.90094,300,1520,1528,2021-02-16
11406,-21.97346,-47.90101,300,1536,1528,2021-02-15
11407,-21.97346,-47.90103,300,1528,1592,2021-02-15
11408,-21.97346,-47.90099,400,1512,1504,2020-11-30
11409,-21.97346,-47.90101,400,1512,1520,2020-12-01
11410,-21.97346,-47.90107,400,1504,1504,2020-12-01
11411,-21.97347,-47.90106,300,1528,1536,2021-02-16
11412,-21.97347,-47.90095,400,1520,1520,2021-02-16
11413,-21.97347,-47.90104,400,1504,1504,2020-11-30
11414,-21.97347,-47.90103,400,1504,1504,2020-11-30
11415,-21.97348,-47.90095,300,1584,1576,2021-02-16
11416,-21.97348,-47.90097,300,1504,1512,2020-11-30
11417,-21.97349,-47.90091,400,1528,1536,2021-02-15
11418,-21.97349,-47.90096,400,96,104,2021-02-15
11419,-21.97349,-47.90109,400,1408,1416,2020-11-30
11420,-21.97349,-47.90105,400,1336,1352,2020-12-01
11421,-21.9735,-47.90096,400,1288,1288,2021-02-15
11422,-21.9735,-47.90104,400,1304,1304,2020-11-30
11423,-21.9735,-47.901,400,1504,1504,2020-11-30
11424,-21.9735,-47.90105,400,1360,1352,2020-11-30
11425,-21.97351,-47.90102,300,1520,1528,2021-02-16
11426,-21.97351,-47.90111,400,1144,1136,2021-02-15
11427,-21.97351,-47.90106,400,1576,1592,2021-02-15
11428,-21.97351,-47.90106,400,1360,1360,2020-11-30
11429,-21.97352,-47.90105,400,1424,1416,2020-11-30
11430,-21.97353,-47.90109,300,1512,1512,2020-12-01
11431,-21.97354,-47.90109,400,1048,1040,2021-02-15
11432,-21.97354,-47.9011,300,1512,1512,2020-12-01
11433,-21.97354,-47.90112,300,1512,1504,2020-12-01
11434,-21.97355,-47.90099,400,1184,1200,2021-02-15
11435,-21.97356,-47.901,400,1160,1168,2021-02-15
11436,-21.97357,-47.90105,400,976,960,2021-02-15
11437,-21.9789,-47.93095,300,968,976,2019-11-18
11438,-21.97914,-46.78485,400,1208,1320,2016-09-05
11439,-21.97916,-46.78485,400,912,936,2016-09-08
11440,-21.97917,-46.78491,400,912,608,2016-09-08
11441,-21.97918,-46.78481,400,808,560,2016-09-05
11442,-21.97919,-46.78484,400,912,824,2016-09-08
11443,-21.97919,-46.78488,400,912,840,2016-09-08
11444,-21.97922,-46.78488,400,1304,1400,2016-09-08
11445,-21.97922,-46.78483,400,832,568,2016-09-05
11446,-21.97923,-46.78489,400,912,840,2016-09-06
11447,-21.97924,-46.78486,400,968,856,2016-09-08
11448,-21.97924,-46.78482,400,1312,1424,2016-09-05
11449,-21.97924,-46.78487,400,1328,1392,2016-09-09
11450,-21.97924,-46.78487,400,816,848,2016-09-06
11451,-21.97924,-46.78487,400,912,832,2016-09-06
11452,-21.97925,-46.78509,400,936,408,2016-09-08
11453,-21.97926,-46.78485,400,816,768,2016-09-08
11454,-21.97927,-46.78485,400,928,1040,2016-09-06
11455,-21.97928,-46.78501,400,1304,656,2016-09-05
11456,-21.97928,-46.78501,400,832,896,2016-09-06
11457,-21.97928,-46.78494,400,904,944,2016-09-06
11458,-21.97929,-46.78486,400,832,856,2016-09-08
11459,-21.97929,-46.78486,400,824,520,2016-09-08
11460,-21.97929,-46.78491,400,904,376,2016-09-06
11461,-21.97929,-46.78487,400,1320,1376,2016-09-06
11462,-21.97929,-46.78498,400,928,928,2016-09-06
11463,-21.9793,-46.78505,400,936,968,2016-09-06
11464,-21.97931,-46.78501,400,912,888,2016-09-08
11465,-21.97932,-46.78485,400,816,816,2016-09-08
11466,-21.97932,-46.78508,400,880,1056,2016-09-05
11467,-21.97933,-46.78507,400,1312,1432,2016-09-08
11468,-21.97933,-46.785,400,808,840,2016-09-05
11469,-21.97933,-46.78506,400,1304,888,2016-09-05
11470,-21.97934,-46.78504,400,856,440,2016-09-05
11471,-21.97934,-46.78498,400,1304,1376,2016-09-05
11472,-21.97936,-46.78479,400,1112,584,2016-09-05
11473,-21.97936,-46.78483,400,1112,888,2016-09-06
11474,-21.97937,-46.78506,400,912,920,2016-09-05
11475,-21.97938,-46.78495,400,1304,552,2016-09-06
11476,-21.97938,-46.78495,400,1216,1248,2016-09-06
11477,-21.97939,-46.78479,400,928,1016,2016-09-06
11478,-21.97941,-46.78509,400,1112,304,2016-09-08
11479,-21.97941,-46.7848,400,744,840,2016-09-05
11480,-21.97941,-46.78488,400,744,800,2016-09-05
11481,-21.97941,-46.78498,400,848,832,2016-09-05
11482,-21.97942,-46.78496,400,712,752,2016-09-08
11483,-21.97942,-46.78481,400,832,472,2016-09-08
11484,-21.97942,-46.78502,400,1120,1056,2016-09-05
11485,-21.97942,-46.78483,400,1312,768,2016-09-06
11486,-21.97943,-46.78491,400,1312,768,2016-09-08
11487,-21.97943,-46.78508,400,1016,1048,2016-09-08
11488,-21.97943,-46.78487,400,1312,1424,2016-09-05
11489,-21.97945,-46.78504,400,1048,1184,2016-09-06
11490,-21.97947,-46.78506,400,904,192,2016-09-06
11491,-21.97948,-46.78472,400,1304,1272,2016-09-08
11492,-21.97948,-46.78479,400,1232,696,2016-09-05
11493,-21.97948,-46.78497,400,712,776,2016-09-05
11494,-21.97949,-46.78497,400,1304,1392,2016-09-06
11495,-21.9795,-46.78474,400,1288,680,2016-09-05
11496,-21.9795,-46.78482,400,1312,1368,2016-09-09
11497,-21.97952,-46.785,400,1304,1424,2016-09-08
11498,-21.97954,-46.78474,400,1208,1112,2016-09-08
11499,-21.97954,-46.78495,400,1304,1448,2016-09-05
11500,-21.97954,-46.78481,400,1312,1392,2016-09-06
11501,-21.97955,-46.7849,400,1304,1240,2016-09-09
11502,-21.97956,-46.78486,400,1304,1432,2016-09-08
11503,-21.97956,-46.78499,400,1336,1432,2016-09-08
11504,-21.97957,-46.78476,400,1312,808,2016-09-05
11505,-21.97957,-46.78497,400,1104,1136,2016-09-05
11506,-21.97957,-46.78496,400,1312,656,2016-09-06
11507,-21.97957,-46.78475,400,1016,968,2016-09-06
11508,-21.97959,-46.78493,400,672,-8,2016-09-06
11509,-21.97959,-46.78493,400,1320,1280,2016-09-06
11510,-21.9796,-46.78487,400,1320,1360,2016-09-05
11511,-21.97961,-46.78471,400,80,104,2016-09-08
11512,-21.97963,-46.785,400,1336,1432,2016-09-08
11513,-21.97963,-46.78476,400,1304,1256,2016-09-05
11514,-21.97964,-46.78494,400,1312,1400,2016-09-08
11515,-21.97964,-46.78484,400,1312,872,2016-09-08
11516,-21.97964,-46.7848,400,1312,1408,2016-09-05
11517,-21.97964,-46.7848,400,1320,1280,2016-09-05
11518,-21.97964,-46.78481,400,1304,1408,2016-09-05
11519,-21.97965,-46.78483,400,1320,1384,2016-09-06
11520,-21.98065,-47.93015,250,968,968,2019-11-27
11521,-21.98072,-47.92929,300,968,968,2019-11-21
11522,-21.98076,-47.9301,300,968,976,2019-11-27
11523,-21.98079,-47.93174,400,968,976,2019-11-18
11524,-21.98092,-47.93003,250,968,1016,2019-11-27
11525,-21.98099,-47.92944,300,968,976,2019-11-21
11526,-21.981,-47.9298,400,968,968,2019-11-12
11527,-21.98102,-47.92997,300,968,968,2019-11-22
11528,-21.98102,-47.92986,400,968,976,2019-11-27
11529,-21.98102,-47.92981,300,1048,1048,2019-11-26
11530,-21.98103,-47.92977,300,968,976,2019-11-21
11531,-21.98104,-47.92994,300,968,968,2019-11-20
11532,-21.98105,-47.92989,300,904,912,2019-11-11
11533,-21.98105,-47.92978,300,568,40,2019-11-27
11534,-21.98105,-47.9298,300,968,976,2019-11-26
11535,-21.98106,-47.92982,300,968,984,2019-11-11
11536,-21.98107,-47.92982,300,968,976,2019-11-18
11537,-21.98107,-47.92989,250,968,968,2019-11-12
11538,-21.98108,-47.92987,0,968,976,2019-11-11
11539,-21.98108,-47.92995,300,968,1000,2019-11-20
11540,-21.98108,-47.92994,250,968,984,2019-11-12
11541,-21.98109,-47.9299,0,968,976,2019-11-11
11542,-21.98109,-47.92996,300,1104,1112,2019-11-20
11543,-21.98109,-47.92978,300,976,976,2019-11-27
11544,-21.98109,-47.92979,300,968,968,2019-11-27
11545,-21.98109,-47.92984,300,968,976,2019-11-18
11546,-21.9811,-47.92974,0,968,976,2019-11-11
11547,-21.9811,-47.92993,300,968,976,2019-11-20
11548,-21.9811,-47.92994,300,976,992,2019-11-20
11549,-21.9811,-47.9299,300,1104,1112,2019-11-20
11550,-21.9811,-47.9299,300,968,976,2019-11-22
11551,-21.9811,-47.9299,300,968,968,2019-11-22
11552,-21.9811,-47.92975,300,1136,1168,2019-11-18
11553,-21.9811,-47.92991,250,968,976,2019-11-12
11554,-21.98111,-47.92991,300,968,976,2019-11-20
11555,-21.98111,-47.92996,300,968,968,2019-11-22
11556,-21.98111,-47.92943,300,336,-8,2019-11-13
11557,-21.98111,-47.92972,300,968,976,2019-11-26
11558,-21.98111,-47.92986,300,968,976,2019-11-12
11559,-21.98111,-47.92986,300,968,1016,2019-11-12
11560,-21.98111,-47.92979,400,968,968,2019-11-12
11561,-21.98111,-47.92996,300,1104,1112,2019-11-19
11562,-21.98112,-47.92978,0,968,976,2019-11-11
11563,-21.98112,-47.92983,300,968,976,2019-11-22
11564,-21.98112,-47.92981,300,968,976,2019-11-25
11565,-21.98112,-47.92981,400,968,976,2019-11-12
11566,-21.98113,-47.92988,0,968,968,2019-11-11
11567,-21.98113,-47.92991,300,968,968,2019-11-20
11568,-21.98113,-47.92997,300,1104,1112,2019-11-22
11569,-21.98113,-47.92959,400,968,968,2019-11-27
11570,-21.98113,-47.92987,300,976,976,2019-11-27
11571,-21.98114,-47.9299,300,968,976,2019-11-22
11572,-21.98115,-47.92981,0,968,968,2019-11-11
11573,-21.98115,-47.9299,300,968,968,2019-11-20
11574,-21.98115,-47.92979,400,968,968,2019-11-27
11575,-21.98115,-47.92983,300,968,976,2019-11-26
11576,-21.98115,-47.92973,300,968,976,2019-11-26
11577,-21.98115,-47.92958,300,968,960,2019-11-26
11578,-21.98116,-47.9296,300,384,552,2019-11-14
11579,-21.98116,-47.92974,300,968,976,2019-11-18
11580,-21.98116,-47.92992,250,968,976,2019-11-12
11581,-21.98117,-47.92973,0,968,976,2019-11-11
11582,-21.98117,-47.92994,250,968,968,2019-11-25
11583,-21.98117,-47.9299,250,984,984,2019-11-25
11584,-21.98117,-47.92991,250,56,56,2019-11-25
11585,-21.98117,-47.92995,300,968,968,2019-11-12
11586,-21.98118,-47.92997,300,1112,1160,2019-11-20
11587,-21.98118,-47.92982,300,968,984,2019-11-14
11588,-21.98118,-47.92999,300,992,992,2019-11-22
11589,-21.98118,-47.92988,300,968,968,2019-11-27
11590,-21.98118,-47.93002,250,968,976,2019-11-12
11591,-21.98118,-47.92992,300,968,1000,2019-11-19
11592,-21.98119,-47.92976,0,968,968,2019-11-11
11593,-21.98119,-47.92972,300,968,976,2019-11-14
11594,-21.98119,-47.92995,300,968,976,2019-11-22
11595,-21.98119,-47.92993,300,1104,1112,2019-11-22
11596,-21.98119,-47.92988,300,968,984,2019-11-27
11597,-21.98119,-47.92979,300,968,968,2019-11-26
11598,-21.98119,-47.92996,300,968,968,2019-11-19
11599,-21.9812,-47.92995,300,968,976,2019-11-14
11600,-21.9812,-47.92973,300,968,976,2019-11-14
11601,-21.9812,-47.9298,300,968,968,2019-11-25
11602,-21.9812,-47.92997,300,968,968,2019-11-19
11603,-21.98121,-47.92972,0,968,976,2019-11-11
11604,-21.98121,-47.92969,300,968,984,2019-11-20
11605,-21.98121,-47.92986,300,968,968,2019-11-22
11606,-21.98121,-47.92978,300,968,976,2019-11-26
11607,-21.98121,-47.92982,300,968,1000,2019-11-26
11608,-21.98121,-47.92989,300,968,976,2019-11-19
11609,-21.98121,-47.92991,300,968,968,2019-11-19
11610,-21.98122,-47.92987,300,1088,1096,2019-11-20
11611,-21.98122,-47.92966,300,968,976,2019-11-14
11612,-21.98122,-47.92981,300,968,976,2019-11-22
11613,-21.98122,-47.92997,300,968,968,2019-11-22
11614,-21.98122,-47.92977,300,968,968,2019-11-25
11615,-21.98123,-47.93001,300,968,968,2019-11-14
11616,-21.98123,-47.92994,300,976,976,2019-11-22
11617,-21.98123,-47.92975,300,968,968,2019-11-22
11618,-21.98123,-47.92988,400,968,976,2019-11-12
11619,-21.98124,-47.92958,300,968,976,2019-11-14
11620,-21.98124,-47.92994,300,968,968,2019-11-27
11621,-21.98124,-47.92969,300,624,384,2019-11-26
11622,-21.98124,-47.92969,300,968,976,2019-11-18
11623,-21.98124,-47.92996,250,952,960,2019-11-12
11624,-21.98124,-47.92995,300,968,968,2019-11-19
11625,-21.98124,-47.92989,300,968,1000,2019-11-19
11626,-21.98125,-47.9299,300,968,976,2019-11-14
11627,-21.98125,-47.93001,300,968,976,2019-11-14
11628,-21.98125,-47.92985,300,968,968,2019-11-27
11629,-21.98126,-47.93022,300,1104,1112,2019-11-20
11630,-21.98126,-47.92996,300,968,976,2019-11-21
11631,-21.98126,-47.92986,300,968,968,2019-11-27
11632,-21.98126,-47.92991,300,968,976,2019-11-27
11633,-21.98126,-47.92972,300,968,968,2019-11-26
11634,-21.98127,-47.92991,300,1032,1032,2019-11-14
11635,-21.98127,-47.92985,300,968,968,2019-11-22
11636,-21.98127,-47.92974,300,968,976,2019-11-26
11637,-21.98128,-47.92972,300,968,976,2019-11-20
11638,-21.98128,-47.92945,300,968,976,2019-11-27
11639,-21.98129,-47.92992,300,968,976,2019-11-21
11640,-21.98129,-47.92983,300,968,976,2019-11-19
11641,-21.98129,-47.92987,300,976,976,2019-11-19
11642,-21.98129,-47.92998,300,968,968,2019-11-19
11643,-21.98129,-47.92988,300,968,968,2019-11-19
11644,-21.9813,-47.92993,300,968,976,2019-11-21
11645,-21.9813,-47.92986,300,968,976,2019-11-14
11646,-21.9813,-47.92989,300,968,432,2019-11-25
11647,-21.9813,-47.92984,300,976,976,2019-11-18
11648,-21.9813,-47.92982,0,632,200,2019-11-12
11649,-21.9813,-47.92996,300,1104,1168,2019-11-19
11650,-21.98131,-47.92994,300,968,968,2019-11-14
11651,-21.98131,-47.92965,300,968,976,2019-11-14
11652,-21.98131,-47.9299,300,968,984,2019-11-14
11653,-21.98131,-47.92989,300,968,976,2019-11-19
11654,-21.98132,-47.92994,300,984,984,2019-11-21
11655,-21.98132,-47.92996,300,968,968,2019-11-22
11656,-21.98132,-47.92994,300,968,976,2019-11-25
11657,-21.98132,-47.92989,300,968,976,2019-11-18
11658,-21.98133,-47.92977,300,1128,1128,2019-11-22
11659,-21.98133,-47.92983,400,968,976,2019-11-27
11660,-21.98133,-47.92988,250,968,968,2019-11-25
11661,-21.98133,-47.92987,400,968,976,2019-11-12
11662,-21.98134,-47.92975,300,968,1000,2019-11-20
11663,-21.98134,-47.9299,300,968,968,2019-11-21
11664,-21.98134,-47.92982,300,968,976,2019-11-21
11665,-21.98134,-47.92993,300,968,976,2019-11-21
11666,-21.98134,-47.92992,250,968,968,2019-11-27
11667,-21.98134,-47.92962,300,968,976,2019-11-26
11668,-21.98134,-47.92977,300,968,976,2019-11-26
11669,-21.98134,-47.92982,250,976,976,2019-11-25
11670,-21.98134,-47.92996,300,968,976,2019-11-25
11671,-21.98134,-47.92988,300,968,968,2019-11-25
11672,-21.98135,-47.92992,300,968,976,2019-11-21
11673,-21.98135,-47.92971,300,968,968,2019-11-18
11674,-21.98135,-47.92967,300,968,976,2019-11-19
11675,-21.98136,-47.92991,300,968,976,2019-11-21
11676,-21.98136,-47.92969,300,968,1016,2019-11-14
11677,-21.98136,-47.93009,300,1016,1160,2019-11-22
11678,-21.98136,-47.92991,300,968,960,2019-11-26
11679,-21.98136,-47.92961,300,968,992,2019-11-26
11680,-21.98136,-47.92979,300,968,976,2019-11-26
11681,-21.98136,-47.92969,300,984,984,2019-11-25
11682,-21.98136,-47.92979,300,992,992,2019-11-25
11683,-21.98136,-47.92966,300,968,968,2019-11-25
11684,-21.98136,-47.92995,250,968,1032,2019-11-25
11685,-21.98136,-47.92972,300,968,968,2019-11-19
11686,-21.98136,-47.93,300,968,992,2019-11-19
11687,-21.98137,-47.93003,300,968,968,2019-11-22
11688,-21.98137,-47.93028,300,968,976,2019-11-26
11689,-21.98137,-47.9299,300,968,968,2019-11-25
11690,-21.98138,-47.92971,300,968,976,2019-11-21
11691,-21.98138,-47.92981,300,1152,1152,2019-11-27
11692,-21.98138,-47.9298,300,968,984,2019-11-26
11693,-21.98138,-47.92972,300,968,976,2019-11-26
11694,-21.98138,-47.92981,300,968,976,2019-11-19
11695,-21.98138,-47.92982,300,976,1024,2019-11-19
11696,-21.98139,-47.92955,300,968,968,2019-11-26
11697,-21.98139,-47.92984,300,968,976,2019-11-25
11698,-21.98139,-47.9297,300,968,976,2019-11-25
11699,-21.9814,-47.93011,300,616,304,2019-11-22
11700,-21.9814,-47.9299,250,968,968,2019-11-25
11701,-21.98141,-47.92985,300,976,992,2019-11-26
11702,-21.98142,-47.92919,300,968,1008,2019-11-21
11703,-21.98142,-47.92997,300,984,984,2019-11-26
11704,-21.98143,-47.92996,300,968,976,2019-11-21
11705,-21.98144,-47.92979,300,968,976,2019-11-21
11706,-21.98145,-47.92988,250,968,968,2019-11-27
11707,-21.98146,-47.93018,300,968,968,2019-11-22
11708,-21.98146,-47.92982,250,968,968,2019-11-27
11709,-21.98148,-47.9297,300,976,976,2019-11-21
11710,-21.98149,-47.92889,300,968,976,2019-11-21
11711,-21.98258,-46.78854,250,1616,1608,2019-12-02
11712,-21.98325,-46.79057,250,1608,1616,2019-12-04
11713,-21.98325,-46.79057,250,1600,1608,2019-12-04
11714,-21.9833,-46.78972,250,1616,1616,2019-12-02
11715,-21.98351,-46.78894,250,1576,1584,2019-12-03
11716,-21.98355,-46.78964,250,1608,1616,2019-12-04
11717,-21.98361,-46.78968,250,1600,1608,2019-12-03
11718,-21.98365,-46.78944,250,1600,1608,2019-12-03
11719,-21.98368,-46.78957,250,1584,1576,2019-11-29
11720,-21.98368,-46.78954,250,1616,1608,2019-12-02
11721,-21.98368,-46.78959,250,1616,1624,2019-12-03
11722,-21.9837,-46.78954,250,1608,1608,2019-12-02
11723,-21.98372,-46.78939,250,1616,1616,2019-11-29
11724,-21.98372,-46.79002,250,1608,1608,2019-12-02
11725,-21.98372,-46.79002,250,1616,1608,2019-12-02
11726,-21.98372,-46.78953,250,1608,1616,2019-12-03
11727,-21.98373,-46.7893,250,1600,1608,2019-12-03
11728,-21.98373,-46.78936,250,1608,1616,2019-12-03
11729,-21.98374,-46.78992,250,1616,1608,2019-12-02
11730,-21.98374,-46.7894,250,1608,1608,2019-12-02
11731,-21.98375,-46.78962,250,1608,1608,2019-11-29
11732,-21.98376,-46.78961,250,1608,1608,2019-11-29
11733,-21.98377,-46.78959,250,1616,1608,2019-11-29
11734,-21.98377,-46.78959,250,1616,1616,2019-11-29
11735,-21.98377,-46.7895,250,1608,1608,2019-12-02
11736,-21.98377,-46.78944,250,1608,1616,2019-12-03
11737,-21.98378,-46.78928,250,1616,1616,2019-12-02
11738,-21.98379,-46.78957,250,1616,1608,2019-11-29
11739,-21.98379,-46.78964,250,1608,1608,2019-12-02
11740,-21.98379,-46.78958,250,1600,1608,2019-12-03
11741,-21.9838,-46.78939,250,1608,1608,2019-12-02
11742,-21.9838,-46.78947,250,1600,1592,2019-12-03
11743,-21.9838,-46.78962,250,1600,1608,2019-12-04
11744,-21.98381,-46.78963,250,1600,1608,2019-12-03
11745,-21.98381,-46.78959,250,1608,1616,2019-12-03
11746,-21.98381,-46.78956,250,1608,1608,2019-12-03
11747,-21.98382,-46.78943,250,1608,1616,2019-12-03
11748,-21.98382,-46.78945,250,1600,1608,2019-12-03
11749,-21.98383,-46.78949,250,1608,1608,2019-12-02
11750,-21.98384,-46.78956,250,1608,1608,2019-11-29
11751,-21.98384,-46.78955,250,1616,1608,2019-11-29
11752,-21.98384,-46.7894,250,1600,1600,2019-12-03
11753,-21.98385,-46.78942,250,1608,1608,2019-11-29
11754,-21.98385,-46.78955,250,1616,1616,2019-11-29
11755,-21.98385,-46.78949,250,1608,1608,2019-12-02
11756,-21.98386,-46.7895,250,1608,1608,2019-11-29
11757,-21.98386,-46.78939,250,1608,1608,2019-11-29
11758,-21.98386,-46.78966,250,1608,1616,2019-12-03
11759,-21.98387,-46.78958,250,1608,1616,2019-11-29
11760,-21.98387,-46.78951,250,1600,1608,2019-12-03
11761,-21.98388,-46.78952,250,1616,1616,2019-12-02
11762,-21.98388,-46.78956,250,1608,1600,2019-12-03
11763,-21.98389,-46.78959,250,1608,1608,2019-11-29
11764,-21.98389,-46.78944,250,1616,1616,2019-12-02
11765,-21.9839,-46.78943,250,1608,1608,2019-11-29
11766,-21.9839,-46.78951,250,1608,1608,2019-12-02
11767,-21.9839,-46.78957,250,1616,1616,2019-12-02
11768,-21.98391,-46.78955,250,1616,1608,2019-12-02
11769,-21.98391,-46.78941,250,1616,1616,2019-12-02
11770,-21.98391,-46.78936,250,1616,1616,2019-12-02
11771,-21.98391,-46.78982,250,1608,1608,2019-12-02
11772,-21.98391,-46.7895,250,1600,1608,2019-12-03
11773,-21.98391,-46.78966,250,1608,1616,2019-12-03
11774,-21.98391,-46.78971,250,1608,1616,2019-12-03
11775,-21.98391,-46.78971,250,1608,1616,2019-12-03
11776,-21.98391,-46.78971,250,1608,1616,2019-12-03
